,path,label,bytes
1405,./dataset/obj94__75.png,obj94,[49 46 25 ... 25 25 25]
1406,./dataset/obj53__280.png,obj53,[49 46 27 ... 27 27 27]
1407,./dataset/obj41__105.png,obj41,[49 46 29 ... 29 29 29]
1408,./dataset/obj35__355.png,obj35,[49 46 25 ... 25 25 25]
1409,./dataset/obj21__90.png,obj21,[49 46 28 ... 28 28 28]
1410,./dataset/obj66__255.png,obj66,[49 46 25 ... 25 25 25]
1411,./dataset/obj93__155.png,obj93,[49 46 25 ... 25 25 25]
1412,./dataset/obj59__320.png,obj59,[49 46 25 ... 25 25 25]
1413,./dataset/obj40__5.png,obj40,[49 46 25 ... 25 25 25]
1414,./dataset/obj60__60.png,obj60,[49 46 26 ... 26 26 26]
1415,./dataset/obj52__280.png,obj52,[49 46 25 ... 25 25 25]
1416,./dataset/obj92__155.png,obj92,[49 46 25 ... 25 25 25]
1417,./dataset/obj58__320.png,obj58,[49 46 25 ... 25 25 25]
1418,./dataset/obj34__355.png,obj34,[49 46 25 ... 25 25 25]
1419,./dataset/obj40__105.png,obj40,[49 46 26 ... 26 26 26]
1420,./dataset/obj31__90.png,obj31,[49 46 25 ... 25 25 25]
1421,./dataset/obj67__255.png,obj67,[49 46 26 ... 26 26 26]
1422,./dataset/obj84__75.png,obj84,[49 46 25 ... 25 25 25]
1423,./dataset/obj90__310.png,obj90,[49 46 25 ... 25 25 25]
1424,./dataset/obj11__240.png,obj11,[49 46 34 ... 34 34 34]
1425,./dataset/obj42__340.png,obj42,[49 46 28 ... 28 28 28]
1426,./dataset/obj36__110.png,obj36,[49 46 29 ... 29 29 29]
1427,./dataset/obj88__135.png,obj88,[49 46 25 ... 25 25 25]
1428,./dataset/obj24__295.png,obj24,[49 46 25 ... 25 25 25]
1429,./dataset/obj16__40.png,obj16,[49 46 25 ... 24 26 25]
1430,./dataset/obj10__240.png,obj10,[49 46 27 ... 27 27 27]
1431,./dataset/obj37__110.png,obj37,[49 46 26 ... 26 26 26]
1432,./dataset/obj43__340.png,obj43,[49 46 25 ... 23 22 22]
1433,./dataset/obj89__135.png,obj89,[49 46 25 ... 25 25 25]
1434,./dataset/obj91__310.png,obj91,[49 46 25 ... 25 25 25]
1435,./dataset/obj23__5.png,obj23,[49 46 25 ... 25 25 25]
1436,./dataset/obj25__295.png,obj25,[49 46 27 ... 27 27 27]
1437,./dataset/obj77__20.png,obj77,[49 46 26 ... 26 26 26]
1438,./dataset/obj98__90.png,obj98,[49 46 26 ... 26 26 26]
1439,./dataset/obj6__310.png,obj6,[49 46 25 ... 25 25 25]
1440,./dataset/obj93__35.png,obj93,[49 46 25 ... 25 25 25]
1441,./dataset/obj75__305.png,obj75,[49 46 27 ... 27 27 27]
1442,./dataset/obj98__220.png,obj98,[49 46 26 ... 26 26 26]
1443,./dataset/obj26__205.png,obj26,[49 46 26 ... 26 26 26]
1444,./dataset/obj34__180.png,obj34,[49 46 25 ... 25 25 25]
1445,./dataset/obj67__20.png,obj67,[49 46 27 ... 27 27 27]
1446,./dataset/obj74__305.png,obj74,[49 46 25 ... 25 25 25]
1447,./dataset/obj99__220.png,obj99,[49 46 33 ... 33 33 33]
1448,./dataset/obj27__205.png,obj27,[49 46 28 ... 28 28 28]
1449,./dataset/obj83__35.png,obj83,[49 46 27 ... 27 27 27]
1450,./dataset/obj35__180.png,obj35,[49 46 25 ... 25 25 25]
1451,./dataset/obj88__90.png,obj88,[49 46 26 ... 26 26 26]
1452,./dataset/obj7__310.png,obj7,[49 46 25 ... 25 25 25]
1453,./dataset/obj33__330.png,obj33,[49 46 25 ... 25 25 25]
1454,./dataset/obj47__160.png,obj47,[49 46 25 ... 25 25 25]
1455,./dataset/obj60__230.png,obj60,[49 46 27 ... 27 27 27]
1456,./dataset/obj95__130.png,obj95,[49 46 27 ... 27 27 27]
1457,./dataset/obj39__290.png,obj39,[49 46 25 ... 25 25 25]
1458,./dataset/obj94__130.png,obj94,[49 46 25 ... 25 25 25]
1459,./dataset/obj46__160.png,obj46,[49 46 25 ... 25 25 25]
1460,./dataset/obj32__330.png,obj32,[49 46 25 ... 25 25 25]
1461,./dataset/obj61__230.png,obj61,[49 46 25 ... 25 25 25]
1462,./dataset/obj38__290.png,obj38,[49 46 25 ... 25 25 25]
1463,./dataset/obj3__130.png,obj3,[49 46 25 ... 25 25 25]
1464,./dataset/obj57__275.png,obj57,[49 46 26 ... 26 26 26]
1465,./dataset/obj70__125.png,obj70,[49 46 25 ... 25 25 25]
1466,./dataset/obj85__225.png,obj85,[49 46 26 ... 26 26 26]
1467,./dataset/obj68__300.png,obj68,[49 46 30 ... 30 30 30]
1468,./dataset/obj29__185.png,obj29,[49 46 25 ... 25 25 25]
1469,./dataset/obj61__65.png,obj61,[49 46 25 ... 25 25 25]
1470,./dataset/obj50__0.png,obj50,[49 46 27 ... 27 27 27]
1471,./dataset/obj30__95.png,obj30,[49 46 25 ... 25 25 25]
1472,./dataset/obj85__70.png,obj85,[49 46 25 ... 25 25 25]
1473,./dataset/obj84__225.png,obj84,[49 46 25 ... 25 25 25]
1474,./dataset/obj69__300.png,obj69,[49 46 25 ... 25 25 25]
1475,./dataset/obj56__275.png,obj56,[49 46 28 ... 28 28 28]
1476,./dataset/obj71__125.png,obj71,[49 46 26 ... 26 26 26]
1477,./dataset/obj71__65.png,obj71,[49 46 26 ... 26 26 26]
1478,./dataset/obj28__185.png,obj28,[49 46 26 ... 26 26 26]
1479,./dataset/obj2__130.png,obj2,[49 46 25 ... 25 25 25]
1480,./dataset/obj95__70.png,obj95,[49 46 28 ... 28 28 28]
1481,./dataset/obj20__95.png,obj20,[49 46 25 ... 25 25 25]
1482,./dataset/obj91__270.png,obj91,[49 46 25 ... 17 25 25]
1483,./dataset/obj64__170.png,obj64,[49 46 26 ... 26 26 26]
1484,./dataset/obj10__320.png,obj10,[49 46 27 ... 27 27 27]
1485,./dataset/obj43__220.png,obj43,[49 46 29 ... 29 29 29]
1486,./dataset/obj59__30.png,obj59,[49 46 25 ... 25 25 25]
1487,./dataset/obj52__95.png,obj52,[49 46 25 ... 25 25 25]
1488,./dataset/obj21__0.png,obj21,[49 46 27 ... 27 27 27]
1489,./dataset/obj11__320.png,obj11,[49 46 25 ... 25 25 25]
1490,./dataset/obj13__65.png,obj13,[49 46 27 ... 27 27 27]
1491,./dataset/obj65__170.png,obj65,[49 46 26 ... 26 26 26]
1492,./dataset/obj42__220.png,obj42,[49 46 27 ... 27 27 27]
1493,./dataset/obj90__270.png,obj90,[49 46 26 ... 26 26 26]
1494,./dataset/obj42__95.png,obj42,[49 46 26 ... 26 26 26]
1495,./dataset/obj49__30.png,obj49,[49 46 25 ... 25 25 25]
1496,./dataset/obj28__50.png,obj28,[49 46 44 ... 44 44 44]
1497,./dataset/obj7__270.png,obj7,[49 46 25 ... 25 25 25]
1498,./dataset/obj96__10.png,obj96,[49 46 28 ... 28 28 28]
1499,./dataset/obj18__210.png,obj18,[49 46 25 ... 25 25 25]
1500,./dataset/obj81__165.png,obj81,[49 46 25 ... 25 25 25]
1501,./dataset/obj74__265.png,obj74,[49 46 25 ... 25 25 25]
1502,./dataset/obj99__340.png,obj99,[49 46 35 ... 35 35 35]
1503,./dataset/obj53__135.png,obj53,[49 46 26 ... 26 26 26]
1504,./dataset/obj75__265.png,obj75,[49 46 29 ... 29 29 29]
1505,./dataset/obj98__340.png,obj98,[49 46 25 ... 25 25 25]
1506,./dataset/obj52__135.png,obj52,[49 46 25 ... 25 25 25]
1507,./dataset/obj19__210.png,obj19,[49 46 25 ... 25 25 25]
1508,./dataset/obj80__165.png,obj80,[49 46 31 ... 31 31 31]
1509,./dataset/obj6__270.png,obj6,[49 46 25 ... 25 25 25]
1510,./dataset/obj38__50.png,obj38,[49 46 26 ... 26 26 26]
1511,./dataset/obj86__10.png,obj86,[49 46 25 ... 25 25 25]
1512,./dataset/obj15__20.png,obj15,[49 46 26 ... 26 26 26]
1513,./dataset/obj32__250.png,obj32,[49 46 25 ... 25 25 25]
1514,./dataset/obj15__100.png,obj15,[49 46 25 ... 25 25 25]
1515,./dataset/obj61__350.png,obj61,[49 46 25 ... 25 25 25]
1516,./dataset/obj79__175.png,obj79,[49 46 26 ... 26 26 26]
1517,./dataset/obj8__40.png,obj8,[49 46 30 ... 30 30 30]
1518,./dataset/obj78__175.png,obj78,[49 46 27 ... 27 27 27]
1519,./dataset/obj33__250.png,obj33,[49 46 25 ... 25 25 25]
1520,./dataset/obj60__350.png,obj60,[49 46 26 ... 26 26 26]
1521,./dataset/obj14__100.png,obj14,[49 46 25 ... 25 25 25]
1522,./dataset/obj80__55.png,obj80,[49 46 25 ... 25 25 25]
1523,./dataset/obj64__40.png,obj64,[49 46 26 ... 26 26 26]
1524,./dataset/obj17__190.png,obj17,[49 46 25 ... 25 25 25]
1525,./dataset/obj56__315.png,obj56,[49 46 26 ... 26 26 26]
1526,./dataset/obj22__145.png,obj22,[49 46 26 ... 26 26 26]
1527,./dataset/obj52__5.png,obj52,[49 46 25 ... 25 25 25]
1528,./dataset/obj84__345.png,obj84,[49 46 25 ... 25 25 25]
1529,./dataset/obj69__260.png,obj69,[49 46 25 ... 25 25 25]
1530,./dataset/obj90__55.png,obj90,[49 46 25 ... 25 25 25]
1531,./dataset/obj16__190.png,obj16,[49 46 25 ... 25 25 25]
1532,./dataset/obj85__345.png,obj85,[49 46 25 ... 25 25 25]
1533,./dataset/obj68__260.png,obj68,[49 46 25 ... 25 25 25]
1534,./dataset/obj23__145.png,obj23,[49 46 25 ... 25 25 25]
1535,./dataset/obj57__315.png,obj57,[49 46 26 ... 26 26 26]
1536,./dataset/obj74__40.png,obj74,[49 46 26 ... 26 26 26]
1537,./dataset/obj12__60.png,obj12,[49 46 26 ... 26 26 26]
1538,./dataset/obj31__5.png,obj31,[49 46 25 ... 25 25 25]
1539,./dataset/obj87__100.png,obj87,[49 46 25 ... 25 25 25]
1540,./dataset/obj39__125.png,obj39,[49 46 26 ... 26 26 26]
1541,./dataset/obj72__200.png,obj72,[49 46 25 ... 25 25 25]
1542,./dataset/obj55__150.png,obj55,[49 46 26 ... 26 26 26]
1543,./dataset/obj21__300.png,obj21,[49 46 28 ... 28 28 28]
1544,./dataset/obj60__185.png,obj60,[49 46 28 ... 28 28 28]
1545,./dataset/obj43__90.png,obj43,[49 46 26 ... 26 26 26]
1546,./dataset/obj95__285.png,obj95,[49 46 28 ... 28 28 28]
1547,./dataset/obj48__35.png,obj48,[49 46 25 ... 25 25 25]
1548,./dataset/obj100__165.png,obj100,[49 46 25 ... 25 25 25]
1549,./dataset/obj1__215.png,obj1,[49 46 25 ... 25 25 25]
1550,./dataset/obj58__35.png,obj58,[49 46 26 ... 26 26 26]
1551,./dataset/obj73__200.png,obj73,[49 46 25 ... 25 25 25]
1552,./dataset/obj20__300.png,obj20,[49 46 25 ... 25 25 25]
1553,./dataset/obj54__150.png,obj54,[49 46 25 ... 25 25 25]
1554,./dataset/obj86__100.png,obj86,[49 46 25 ... 25 25 25]
1555,./dataset/obj38__125.png,obj38,[49 46 25 ... 25 25 25]
1556,./dataset/obj94__285.png,obj94,[49 46 25 ... 25 25 25]
1557,./dataset/obj53__90.png,obj53,[49 46 26 ... 26 26 26]
1558,./dataset/obj61__185.png,obj61,[49 46 25 ... 25 25 25]
1559,./dataset/obj87__15.png,obj87,[49 46 25 ... 25 25 25]
1560,./dataset/obj39__55.png,obj39,[49 46 25 ... 25 25 25]
1561,./dataset/obj3__285.png,obj3,[49 46 25 ... 25 25 25]
1562,./dataset/obj9__325.png,obj9,[49 46 25 ... 25 25 25]
1563,./dataset/obj29__230.png,obj29,[49 46 25 ... 25 25 25]
1564,./dataset/obj97__215.png,obj97,[49 46 27 ... 27 27 27]
1565,./dataset/obj16__345.png,obj16,[49 46 25 ... 25 25 25]
1566,./dataset/obj62__115.png,obj62,[49 46 25 ... 25 25 25]
1567,./dataset/obj45__245.png,obj45,[49 46 26 ... 26 26 26]
1568,./dataset/obj70__290.png,obj70,[49 46 27 ... 27 27 27]
1569,./dataset/obj85__190.png,obj85,[49 46 26 ... 26 26 26]
1570,./dataset/obj97__15.png,obj97,[49 46 26 ... 26 26 26]
1571,./dataset/obj29__55.png,obj29,[49 46 25 ... 25 25 25]
1572,./dataset/obj63__115.png,obj63,[49 46 26 ... 26 26 26]
1573,./dataset/obj17__345.png,obj17,[49 46 25 ... 25 25 25]
1574,./dataset/obj44__245.png,obj44,[49 46 26 ... 26 26 26]
1575,./dataset/obj28__230.png,obj28,[49 46 28 ... 28 28 28]
1576,./dataset/obj96__215.png,obj96,[49 46 26 ... 26 26 26]
1577,./dataset/obj84__190.png,obj84,[49 46 25 ... 25 25 25]
1578,./dataset/obj71__290.png,obj71,[49 46 25 ... 25 25 25]
1579,./dataset/obj2__285.png,obj2,[49 46 26 ... 26 26 26]
1580,./dataset/obj8__325.png,obj8,[49 46 25 ... 25 25 25]
1581,./dataset/obj24__120.png,obj24,[49 46 25 ... 25 25 25]
1582,./dataset/obj48__155.png,obj48,[49 46 25 ... 25 25 25]
1583,./dataset/obj82__320.png,obj82,[49 46 28 ... 28 28 28]
1584,./dataset/obj88__280.png,obj88,[49 46 25 ... 25 25 25]
1585,./dataset/obj14__25.png,obj14,[49 46 25 ... 25 25 25]
1586,./dataset/obj49__155.png,obj49,[49 46 25 ... 25 25 25]
1587,./dataset/obj83__320.png,obj83,[49 46 27 ... 27 27 27]
1588,./dataset/obj25__120.png,obj25,[49 46 27 ... 27 27 27]
1589,./dataset/obj89__280.png,obj89,[49 46 25 ... 25 25 25]
1590,./dataset/obj100__50.png,obj100,[49 46 25 ... 25 25 25]
1591,./dataset/obj9__45.png,obj9,[49 46 25 ... 25 25 25]
1592,./dataset/obj34__235.png,obj34,[49 46 25 ... 25 25 25]
1593,./dataset/obj67__335.png,obj67,[49 46 26 ... 26 26 26]
1594,./dataset/obj13__165.png,obj13,[49 46 28 ... 28 28 28]
1595,./dataset/obj58__240.png,obj58,[49 46 26 ... 26 26 26]
1596,./dataset/obj91__50.png,obj91,[49 46 25 ... 25 25 25]
1597,./dataset/obj98__195.png,obj98,[49 46 26 ... 26 26 26]
1598,./dataset/obj75__45.png,obj75,[49 46 30 ... 30 30 30]
1599,./dataset/obj59__240.png,obj59,[49 46 25 ... 25 25 25]
1600,./dataset/obj35__235.png,obj35,[49 46 25 ... 25 25 25]
1601,./dataset/obj12__165.png,obj12,[49 46 29 ... 30 29 30]
1602,./dataset/obj66__335.png,obj66,[49 46 25 ... 25 25 25]
1603,./dataset/obj99__195.png,obj99,[49 46 31 ... 31 31 31]
1604,./dataset/obj81__50.png,obj81,[49 46 26 ... 26 26 26]
1605,./dataset/obj65__45.png,obj65,[49 46 27 ... 27 27 27]
1606,./dataset/obj42__0.png,obj42,[49 46 27 ... 27 27 27]
1607,./dataset/obj19__5.png,obj19,[49 46 25 ... 25 25 25]
1608,./dataset/obj75__50.png,obj75,[49 46 32 ... 32 32 32]
1609,./dataset/obj98__180.png,obj98,[49 46 26 ... 26 26 26]
1610,./dataset/obj91__45.png,obj91,[49 46 25 ... 25 25 25]
1611,./dataset/obj58__255.png,obj58,[49 46 26 ... 26 26 26]
1612,./dataset/obj67__320.png,obj67,[49 46 27 ... 27 27 27]
1613,./dataset/obj13__170.png,obj13,[49 46 28 ... 28 28 28]
1614,./dataset/obj34__220.png,obj34,[49 46 25 ... 25 25 25]
1615,./dataset/obj65__50.png,obj65,[49 46 26 ... 26 26 26]
1616,./dataset/obj81__45.png,obj81,[49 46 26 ... 26 26 26]
1617,./dataset/obj99__180.png,obj99,[49 46 32 ... 32 32 32]
1618,./dataset/obj12__170.png,obj12,[49 46 28 ... 28 27 28]
1619,./dataset/obj66__320.png,obj66,[49 46 25 ... 25 25 25]
1620,./dataset/obj35__220.png,obj35,[49 46 25 ... 25 25 25]
1621,./dataset/obj59__255.png,obj59,[49 46 25 ... 25 25 25]
1622,./dataset/obj88__295.png,obj88,[49 46 25 ... 25 25 25]
1623,./dataset/obj82__335.png,obj82,[49 46 28 ... 28 28 28]
1624,./dataset/obj48__140.png,obj48,[49 46 25 ... 25 25 25]
1625,./dataset/obj24__135.png,obj24,[49 46 25 ... 25 25 25]
1626,./dataset/obj9__50.png,obj9,[49 46 25 ... 25 25 25]
1627,./dataset/obj100__45.png,obj100,[49 46 25 ... 25 25 25]
1628,./dataset/obj14__30.png,obj14,[49 46 25 ... 25 25 25]
1629,./dataset/obj17__0.png,obj17,[49 46 25 ... 25 25 25]
1630,./dataset/obj89__295.png,obj89,[49 46 25 ... 25 25 25]
1631,./dataset/obj25__135.png,obj25,[49 46 27 ... 27 27 27]
1632,./dataset/obj83__335.png,obj83,[49 46 28 ... 28 28 28]
1633,./dataset/obj49__140.png,obj49,[49 46 25 ... 25 25 25]
1634,./dataset/obj9__330.png,obj9,[49 46 25 ... 25 25 25]
1635,./dataset/obj64__5.png,obj64,[49 46 26 ... 26 26 26]
1636,./dataset/obj3__290.png,obj3,[49 46 25 ... 25 25 25]
1637,./dataset/obj85__185.png,obj85,[49 46 26 ... 26 26 26]
1638,./dataset/obj70__285.png,obj70,[49 46 27 ... 27 27 27]
1639,./dataset/obj45__250.png,obj45,[49 46 26 ... 26 26 26]
1640,./dataset/obj16__350.png,obj16,[49 46 25 ... 25 25 25]
1641,./dataset/obj63__15.png,obj63,[49 46 26 ... 26 26 26]
1642,./dataset/obj62__100.png,obj62,[49 46 25 ... 25 25 25]
1643,./dataset/obj97__200.png,obj97,[49 46 28 ... 28 28 28]
1644,./dataset/obj29__225.png,obj29,[49 46 25 ... 25 25 25]
1645,./dataset/obj39__40.png,obj39,[49 46 25 ... 25 25 25]
1646,./dataset/obj71__285.png,obj71,[49 46 25 ... 25 25 25]
1647,./dataset/obj84__185.png,obj84,[49 46 25 ... 25 25 25]
1648,./dataset/obj96__200.png,obj96,[49 46 25 ... 25 25 25]
1649,./dataset/obj28__225.png,obj28,[49 46 27 ... 27 27 27]
1650,./dataset/obj44__250.png,obj44,[49 46 26 ... 26 26 26]
1651,./dataset/obj63__100.png,obj63,[49 46 26 ... 26 26 26]
1652,./dataset/obj17__350.png,obj17,[49 46 25 ... 25 25 25]
1653,./dataset/obj73__15.png,obj73,[49 46 25 ... 25 25 25]
1654,./dataset/obj8__330.png,obj8,[49 46 25 ... 25 25 25]
1655,./dataset/obj2__290.png,obj2,[49 46 27 ... 27 27 27]
1656,./dataset/obj29__40.png,obj29,[49 46 26 ... 26 26 26]
1657,./dataset/obj95__290.png,obj95,[49 46 28 ... 28 28 28]
1658,./dataset/obj60__190.png,obj60,[49 46 27 ... 27 27 27]
1659,./dataset/obj43__85.png,obj43,[49 46 26 ... 26 26 26]
1660,./dataset/obj55__145.png,obj55,[49 46 26 ... 26 26 26]
1661,./dataset/obj21__315.png,obj21,[49 46 27 ... 27 27 27]
1662,./dataset/obj72__215.png,obj72,[49 46 26 ... 26 26 26]
1663,./dataset/obj39__130.png,obj39,[49 46 26 ... 26 26 26]
1664,./dataset/obj87__115.png,obj87,[49 46 25 ... 25 25 25]
1665,./dataset/obj1__200.png,obj1,[49 46 25 ... 25 25 25]
1666,./dataset/obj100__170.png,obj100,[49 46 25 ... 25 25 25]
1667,./dataset/obj48__20.png,obj48,[49 46 25 ... 25 25 25]
1668,./dataset/obj12__75.png,obj12,[49 46 27 ... 27 27 27]
1669,./dataset/obj58__20.png,obj58,[49 46 25 ... 25 25 25]
1670,./dataset/obj53__85.png,obj53,[49 46 26 ... 26 26 26]
1671,./dataset/obj61__190.png,obj61,[49 46 25 ... 25 25 25]
1672,./dataset/obj94__290.png,obj94,[49 46 25 ... 25 25 25]
1673,./dataset/obj38__130.png,obj38,[49 46 25 ... 25 25 25]
1674,./dataset/obj86__115.png,obj86,[49 46 25 ... 25 25 25]
1675,./dataset/obj20__315.png,obj20,[49 46 25 ... 25 25 25]
1676,./dataset/obj54__145.png,obj54,[49 46 26 ... 26 26 26]
1677,./dataset/obj73__215.png,obj73,[49 46 25 ... 25 25 25]
1678,./dataset/obj64__55.png,obj64,[49 46 25 ... 25 25 25]
1679,./dataset/obj69__275.png,obj69,[49 46 25 ... 25 25 25]
1680,./dataset/obj84__350.png,obj84,[49 46 25 ... 25 25 25]
1681,./dataset/obj56__300.png,obj56,[49 46 28 ... 28 28 28]
1682,./dataset/obj22__150.png,obj22,[49 46 26 ... 26 26 26]
1683,./dataset/obj17__185.png,obj17,[49 46 25 ... 25 25 25]
1684,./dataset/obj80__40.png,obj80,[49 46 25 ... 25 25 25]
1685,./dataset/obj23__150.png,obj23,[49 46 25 ... 25 25 25]
1686,./dataset/obj57__300.png,obj57,[49 46 27 ... 28 27 27]
1687,./dataset/obj68__275.png,obj68,[49 46 30 ... 30 30 30]
1688,./dataset/obj85__350.png,obj85,[49 46 26 ... 26 26 26]
1689,./dataset/obj16__185.png,obj16,[49 46 25 ... 25 25 25]
1690,./dataset/obj74__55.png,obj74,[49 46 25 ... 21 22 24]
1691,./dataset/obj90__40.png,obj90,[49 46 25 ... 25 25 25]
1692,./dataset/obj79__160.png,obj79,[49 46 25 ... 25 25 25]
1693,./dataset/obj15__115.png,obj15,[49 46 25 ... 25 25 25]
1694,./dataset/obj61__345.png,obj61,[49 46 25 ... 25 25 25]
1695,./dataset/obj32__245.png,obj32,[49 46 25 ... 25 25 25]
1696,./dataset/obj8__55.png,obj8,[49 46 28 ... 28 28 28]
1697,./dataset/obj15__35.png,obj15,[49 46 26 ... 26 26 26]
1698,./dataset/obj60__345.png,obj60,[49 46 25 ... 25 25 25]
1699,./dataset/obj14__115.png,obj14,[49 46 25 ... 25 25 25]
1700,./dataset/obj33__245.png,obj33,[49 46 25 ... 25 25 25]
1701,./dataset/obj78__160.png,obj78,[49 46 27 ... 27 27 27]
1702,./dataset/obj72__10.png,obj72,[49 46 26 ... 26 26 26]
1703,./dataset/obj7__265.png,obj7,[49 46 25 ... 25 25 25]
1704,./dataset/obj28__45.png,obj28,[49 46 44 ... 44 44 44]
1705,./dataset/obj53__120.png,obj53,[49 46 26 ... 26 26 26]
1706,./dataset/obj99__355.png,obj99,[49 46 35 ... 35 35 35]
1707,./dataset/obj74__270.png,obj74,[49 46 25 ... 25 25 25]
1708,./dataset/obj81__170.png,obj81,[49 46 25 ... 25 25 25]
1709,./dataset/obj18__205.png,obj18,[49 46 26 ... 26 26 26]
1710,./dataset/obj74__0.png,obj74,[49 46 25 ... 25 25 25]
1711,./dataset/obj62__10.png,obj62,[49 46 25 ... 25 25 25]
1712,./dataset/obj80__170.png,obj80,[49 46 32 ... 32 32 32]
1713,./dataset/obj19__205.png,obj19,[49 46 25 ... 25 25 25]
1714,./dataset/obj52__120.png,obj52,[49 46 25 ... 25 25 25]
1715,./dataset/obj98__355.png,obj98,[49 46 25 ... 25 25 25]
1716,./dataset/obj75__270.png,obj75,[49 46 28 ... 28 28 28]
1717,./dataset/obj38__45.png,obj38,[49 46 26 ... 26 26 26]
1718,./dataset/obj6__265.png,obj6,[49 46 25 ... 25 25 25]
1719,./dataset/obj59__25.png,obj59,[49 46 25 ... 25 25 25]
1720,./dataset/obj52__80.png,obj52,[49 46 25 ... 25 25 25]
1721,./dataset/obj43__235.png,obj43,[49 46 31 ... 31 31 31]
1722,./dataset/obj64__165.png,obj64,[49 46 25 ... 25 25 25]
1723,./dataset/obj10__335.png,obj10,[49 46 27 ... 27 27 27]
1724,./dataset/obj91__265.png,obj91,[49 46 25 ... 25 25 25]
1725,./dataset/obj42__80.png,obj42,[49 46 27 ... 27 27 27]
1726,./dataset/obj3__5.png,obj3,[49 46 25 ... 25 25 25]
1727,./dataset/obj49__25.png,obj49,[49 46 25 ... 25 25 25]
1728,./dataset/obj90__265.png,obj90,[49 46 25 ... 25 25 25]
1729,./dataset/obj42__235.png,obj42,[49 46 26 ... 26 26 26]
1730,./dataset/obj11__335.png,obj11,[49 46 30 ... 30 30 30]
1731,./dataset/obj13__70.png,obj13,[49 46 27 ... 27 27 27]
1732,./dataset/obj65__165.png,obj65,[49 46 26 ... 26 26 26]
1733,./dataset/obj30__80.png,obj30,[49 46 25 ... 25 25 25]
1734,./dataset/obj85__65.png,obj85,[49 46 25 ... 25 25 25]
1735,./dataset/obj3__125.png,obj3,[49 46 25 ... 25 25 25]
1736,./dataset/obj61__70.png,obj61,[49 46 25 ... 25 25 25]
1737,./dataset/obj29__190.png,obj29,[49 46 26 ... 26 26 26]
1738,./dataset/obj68__315.png,obj68,[49 46 30 ... 30 30 30]
1739,./dataset/obj85__230.png,obj85,[49 46 26 ... 26 26 26]
1740,./dataset/obj70__130.png,obj70,[49 46 25 ... 25 25 25]
1741,./dataset/obj57__260.png,obj57,[49 46 26 ... 26 26 26]
1742,./dataset/obj95__65.png,obj95,[49 46 28 ... 28 28 28]
1743,./dataset/obj20__80.png,obj20,[49 46 25 ... 25 25 25]
1744,./dataset/obj28__190.png,obj28,[49 46 26 ... 26 26 26]
1745,./dataset/obj71__70.png,obj71,[49 46 25 ... 25 25 25]
1746,./dataset/obj71__130.png,obj71,[49 46 26 ... 26 26 26]
1747,./dataset/obj56__260.png,obj56,[49 46 28 ... 28 28 28]
1748,./dataset/obj69__315.png,obj69,[49 46 25 ... 25 25 25]
1749,./dataset/obj84__230.png,obj84,[49 46 25 ... 25 25 25]
1750,./dataset/obj2__125.png,obj2,[49 46 25 ... 25 25 25]
1751,./dataset/obj10__10.png,obj10,[49 46 27 ... 27 27 27]
1752,./dataset/obj39__285.png,obj39,[49 46 25 ... 25 25 25]
1753,./dataset/obj95__125.png,obj95,[49 46 28 ... 28 28 28]
1754,./dataset/obj60__225.png,obj60,[49 46 27 ... 27 27 27]
1755,./dataset/obj33__325.png,obj33,[49 46 25 ... 25 25 25]
1756,./dataset/obj47__175.png,obj47,[49 46 25 ... 25 25 25]
1757,./dataset/obj38__285.png,obj38,[49 46 25 ... 25 25 25]
1758,./dataset/obj61__225.png,obj61,[49 46 25 ... 25 25 25]
1759,./dataset/obj46__175.png,obj46,[49 46 25 ... 25 25 25]
1760,./dataset/obj32__325.png,obj32,[49 46 25 ... 25 25 25]
1761,./dataset/obj94__125.png,obj94,[49 46 25 ... 25 25 25]
1762,./dataset/obj6__305.png,obj6,[49 46 25 ... 25 25 25]
1763,./dataset/obj98__85.png,obj98,[49 46 27 ... 27 27 27]
1764,./dataset/obj34__195.png,obj34,[49 46 25 ... 25 25 25]
1765,./dataset/obj26__210.png,obj26,[49 46 26 ... 26 26 26]
1766,./dataset/obj98__235.png,obj98,[49 46 28 ... 28 28 28]
1767,./dataset/obj75__310.png,obj75,[49 46 25 ... 25 25 25]
1768,./dataset/obj93__20.png,obj93,[49 46 25 ... 25 25 25]
1769,./dataset/obj77__35.png,obj77,[49 46 26 ... 26 26 26]
1770,./dataset/obj35__195.png,obj35,[49 46 25 ... 25 25 25]
1771,./dataset/obj83__20.png,obj83,[49 46 28 ... 28 28 28]
1772,./dataset/obj27__210.png,obj27,[49 46 28 ... 28 28 28]
1773,./dataset/obj99__235.png,obj99,[49 46 33 ... 33 33 33]
1774,./dataset/obj74__310.png,obj74,[49 46 25 ... 25 25 25]
1775,./dataset/obj7__305.png,obj7,[49 46 25 ... 25 25 25]
1776,./dataset/obj88__85.png,obj88,[49 46 26 ... 26 26 26]
1777,./dataset/obj76__5.png,obj76,[49 46 25 ... 25 25 25]
1778,./dataset/obj67__35.png,obj67,[49 46 27 ... 27 27 27]
1779,./dataset/obj78__0.png,obj78,[49 46 28 ... 28 28 28]
1780,./dataset/obj24__280.png,obj24,[49 46 25 ... 25 25 25]
1781,./dataset/obj88__120.png,obj88,[49 46 25 ... 25 25 25]
1782,./dataset/obj42__355.png,obj42,[49 46 29 ... 29 29 29]
